brand,file_path,product_usage_in_action,product_usage_in_action_description,product_clearly_seen,product_clearly_seen_description,is_a_child_or_baby_present,is_a_child_or_baby_present_description
honest,results/honest/C9ugVHiuE7H_2024-07-22_13-28-43_UTC.mp4,False,"The video shows a person interacting with bath toys in a bathroom, but there is no evidence of diapers or other baby care products being used.",False,No baby care products from the brand Honest are visible in the video.,False,There are no children or babies present in this video.
honest,results/honest/C3blRYlg7cY_2024-02-17_01-59-31_UTC_1.mp4,True,A mother is shown applying the ointment to her baby's hands.,True,The Honest Company Healing Head-to-Toe Ointment is clearly shown throughout the video.,True,A baby is present in the video and the mother applies the ointment to the baby.
honest,results/honest/C-vk3Z0uQv__2024-08-16_19-59-35_UTC_1.mp4,True,"A baby is shown having a diaper changed, and the Honest Company diaper is used in the process.",True,"The Honest Company Sensitive Skin diapers are clearly shown on the changing table, and in the hands of the person changing the diaper.",True,"There are two babies shown in the video; one is being held, and the other has their diaper changed."
honest,results/honest/C5RJLagLDOB_2024-04-02_17-53-47_UTC_1.mp4,True,A person is shown using the product by placing it inside a bathtub and organizing bath items inside the product's mesh pocket.,True,"The product, a teal-colored bath seat with suction cups and a mesh pocket, is clearly visible throughout the video.",False,No child or baby is present in the video.
honest,results/honest/Cz98vlUM7PN_2023-11-23_00-13-19_UTC.mp4,False,"A person is shown taking the Honest products out of a bag, but the products are not shown being used.",True,The Honest brand and product names are clearly visible on the packaging of the products shown in the video.,False,There are no children or babies present in this video.
honest,results/honest/C-n6rWzyQzZ_2024-08-13_20-37-36_UTC.mp4,False,"A baby is shown wearing the diapers, but there is no demonstration of how the diapers are used. ",True,"The Honest brand diapers, wipes, and other baby products are clearly shown on shelves in a Walmart store and are also shown in boxes and packaging in the video.",True,A baby is shown wearing the diapers in the video.
honest,results/honest/C9umSZnOhje_2024-07-22_14-20-39_UTC.mp4,True,A baby is shown wearing a diaper from the brand Honest.  The diaper is visible for several seconds.,True,The Honest brand diaper is clearly visible on the baby; the brand is also visible on the diaper.,True,"A baby is present throughout the video, wearing a diaper."
honest,results/honest/C2--VsQgp6-_2024-02-05_23-18-51_UTC_1.mp4,False,"A person is shown pouring Honest bubble bath into a tub, but is not shown using it on a baby.  Other products are shown but not used.",True,The Honest bubble bath bottle is clearly shown with the brand visible.,False,No children or babies are present in this video.
honest,results/honest/C2Ir_P-OOYf_2024-01-15_21-19-15_UTC_1.mp4,True,A baby is shown getting a diaper changed and the diaper is put on the baby.,True,The Honest brand diapers are clearly shown throughout the video with their patterns and packaging.,True,A baby is shown getting changed and wearing the diapers.
honest,results/honest/C3NftnLA4dS_2024-02-11_14-41-07_UTC.mp4,False,"The video shows a person showcasing Honest brand products inside a diaper bag, but it does not depict anyone using the products.",True,"The Honest brand is clearly visible on the packaging of the diaper rash cream and wipes. The diapers are also shown with the brand visible, but less prominently.",False,No child or baby is present in the video.
honest,results/honest/C_DyMjbP7zA_2024-08-24_16-20-46_UTC_1.mp4,True,A baby is shown wearing the Honest diapers. The video shows the process of changing the diaper.,True,"The Honest brand diapers and wipes are clearly visible throughout the video.  The packaging is shown, and the diapers are clearly seen on the baby.",True,A baby is present throughout the video and is the focus of the content.
honest,results/honest/C-WAF86ygZF_2024-08-06_21-38-49_UTC.mp4,True,A baby is shown wearing the diaper. The diaper is also shown being put on the baby.,True,The Honest brand diapers and wipes are clearly shown throughout the video. The packaging and the product itself are shown in detail.,True,"A baby is shown throughout the video, wearing the diapers and interacting with the person filming."
honest,results/honest/C3Qqr9OSbLJ_2024-02-12_20-19-14_UTC_1.mp4,True,A father is shown using the Honest Healing Head-to-Toe Ointment on his daughter. The daughter is also shown using the ointment on her own legs.,True,"The product, Honest Healing Head-to-Toe Ointment, is clearly shown multiple times throughout the video.  The packaging is clearly visible.",True,"A young girl, the father's daughter, is present throughout the video. She is the one using the product."
honest,results/honest/DBOy2gXPWhk_2024-10-17_16-03-04_UTC_1.mp4,True,"A baby is shown wearing the diapers, and a woman is shown putting a diaper on the baby.",True,The Honest brand diapers are clearly shown in several shots throughout the video.,True,"A baby is present throughout the video, and is the focus of the video."
honest,results/honest/C-VIgozxD5N_2024-08-06_13-34-28_UTC.mp4,True,A baby is shown wearing the Honest diapers throughout the video.,True,The Honest brand diapers and skincare products are clearly shown in multiple shots.,True,"A baby is present throughout the video, wearing the Honest diapers and using the skincare products."
honest,results/honest/C_Om9hkOLKq_2024-08-28_21-14-30_UTC.mp4,True,A baby is shown wearing a diaper from the brand Honest. The video shows the baby being bathed with Honest brand products.,True,The Honest brand diapers and bath products are clearly shown throughout the video.,True,A baby is present throughout the majority of the video.
honest,results/honest/C7g5McJg9zf_2024-05-28_13-34-39_UTC.mp4,True,A baby is shown wearing the diapers. The person in the video shows the diapers in action by putting them on the baby.,True,"The Honest brand diapers are clearly shown throughout the video, along with other Honest brand products.",True,A baby is present throughout the video and is shown wearing the Honest brand diapers.
honest,results/honest/C7O3lAuuKU6_2024-05-21_13-34-33_UTC_1.mp4,True,A baby is shown being washed with the Honest shampoo and body wash. The mother is shown applying the Honest face and body lotion to her baby and two other toddlers.,True,"The Honest shampoo, body wash, and lotion are all clearly shown throughout the video with their labels visible.",True,A baby and two toddlers are shown throughout the video.
honest,results/honest/C9LoDHQPWt__2024-07-09_00-26-28_UTC_1.mp4,True,A baby is shown wearing the Honest diapers throughout the video.,True,Honest diapers and wipes are shown in several shots.,True,A baby is shown throughout the video.
honest,results/honest/C9LqP_Qs-Wn_2024-07-09_00-41-45_UTC.mp4,True,A woman pours bubble bath into the tub and applies lotion to her babies. ,True,The Honest brand is clearly displayed on all of the products shown.,True,There are three children present.  Two babies are in the tub and a toddler is shown receiving a massage.
honest,results/honest/C5V5rSFL72n_2024-04-04_14-05-01_UTC_1.mp4,True,A person is shown using the Honest lavender bubble bath on a baby in a tub.  The product is squeezed onto the baby's hands and hair.,True,The Honest brand and product name are clearly visible on the bottle of bubble bath. The bottle is shown multiple times.,True,Multiple babies and young children are shown throughout the video.
honest,results/honest/C-9IvCONxeT_2024-08-22_02-29-02_UTC_1.mp4,False,"No one is shown using Honest products in this video. The video shows a person organizing a refrigerator with various food products, some of which are Honest brand kids' pouches.",True,Honest brand kids' pouches are clearly visible in the refrigerator's crisper drawer.,False,There are no children or babies present in this video.
honest,results/honest/C-vV1mnP6f6_2024-08-16_17-48-10_UTC_1.mp4,True,A baby is shown wearing a diaper throughout the video.,True,The Honest brand diaper is clearly visible on the baby.,True,There is a baby present wearing the diapers throughout the video.
honest,results/honest/C-3imc3JxGA_2024-08-19_22-13-07_UTC.mp4,True,"A parent is shown using the Honest shampoo and body wash on their baby during bath time.  Later, the parent uses Honest body lotion on the baby.",True,"The Honest brand is clearly visible on the packaging of the shampoo, conditioner, body wash, and lotion used in the video.",True,A baby is present throughout the video. The baby is bathed and gets lotion applied.
rascalsbaby,results/rascalsbaby/DCPLAC9PGME_2024-11-11_16-02-46_UTC.mp4,False,"The person in the video is only showing the product and talking about it, but not using it in action.",True,The product is clearly shown in the video from the beginning to the end.,True,There is a baby shown on the product packaging.
rascalsbaby,results/rascalsbaby/C_Qsbf6gRso_2024-08-29_16-39-45_UTC.mp4,False,"A person is showing the diapers and wipes, but it is not shown on a baby.",True,The product is shown from the beginning of the video. The brand is clearly seen on the box and the diapers.,True,"There is a baby at the end of the video. The baby is wearing a diaper, but it's not clear what brand it is."
rascalsbaby,results/rascalsbaby/DBghIWMxwk3_2024-10-24_13-12-05_UTC_1.mp4,True,A woman is shown using the wipes to clean a baby and to clean up a spill. ,True,The product is shown multiple times in the video and the packaging clearly shows the brand name.,True,A baby is present in several scenes of the video.
rascalsbaby,results/rascalsbaby/C-RAm4us5PJ_2024-08-04_23-07-09_UTC_1.mp4,False,No one in the video shows themselves using the product. The video is focused on the purchase and display of the product.,True,The product is clearly shown on the shelves and in packaging throughout the video.,True,"Two young children are present in the video, one girl and one boy.  They appear to be the target demographic for the product."
rascalsbaby,results/rascalsbaby/C-n068VSpzb_2024-08-13_19-45-28_UTC.mp4,True,"A baby is shown wearing the diapers, and the video shows a person putting on a diaper on a baby",True,"The product is shown in various shots in the video, including close-ups of the packaging and the diaper itself.",True,"There are two children present in the video, and one of them is wearing the diapers."
